Marker,MarkerTimestamp,2024-05-08 12:01:56.779
1.000;4754934.302
2.000;4754938.796
3.000;4754944.944
4.000;4754955.487
5.000;4754961.073
6.000;4754967.878
7.000;4754978.631
8.000;4754983.003
9.000;4754989.074
10.000;4754999.361
11.000;4755005.286
12.000;4755011.113
13.000;4755021.498
14.000;4755026.412
15.000;4755032.964
16.000;4755044.422
17.000;4755048.230
18.000;4755056.208
19.000;4755067.075
20.000;4755073.009
21.000;4755079.091
22.000;4755090.495
23.000;4755095.031
24.000;4755102.166
25.000;4755113.354
26.000;4755117.636
27.000;4755124.134
28.000;4755134.799
29.000;4755139.210
30.000;4755145.121
