Marker,MarkerTimestamp,2024-05-16 12:20:38.350
1.000;5447262.082
2.000;5447266.511
3.000;5447271.835
4.000;5447282.255
5.000;5447287.216
6.000;5447292.503
7.000;5447303.184
8.000;5447307.449
9.000;5447312.142
10.000;5447324.525
11.000;5447328.347
12.000;5447333.846
13.000;5447344.623
14.000;5447348.989
15.000;5447354.879
16.000;5447367.076
17.000;5447370.392
18.000;5447375.934
19.000;5447386.351
20.000;5447390.892
21.000;5447395.728
22.000;5447406.098
23.000;5447410.180
24.000;5447415.557
25.000;5447426.814
26.000;5447430.267
27.000;5447435.945
28.000;5447446.980
29.000;5447450.671
30.000;5447456.953
