Marker,MarkerTimestamp,2024-05-08 11:55:38.669
1.000;4754556.792
2.000;4754561.355
3.000;4754567.240
4.000;4754577.951
5.000;4754583.276
6.000;4754586.837
7.000;4754597.690
8.000;4754601.511
9.000;4754608.140
10.000;4754617.299
11.000;4754621.476
12.000;4754627.084
13.000;4754638.242
14.000;4754641.923
15.000;4754647.786
16.000;4754657.651
17.000;4754662.091
18.000;4754667.826
19.000;4754679.371
20.000;4754682.887
21.000;4754688.574
22.000;4754699.152
23.000;4754702.878
24.000;4754707.625
25.000;4754718.841
26.000;4754722.675
27.000;4754727.458
28.000;4754739.309
29.000;4754742.316
30.000;4754748.587
31.000;4754760.632
32.000;4754764.735
33.000;4754769.886
