Marker,MarkerTimestamp,2024-05-08 11:36:51.018
1.000;4753430.039
2.000;4753434.453
3.000;4753440.158
4.000;4753450.486
5.000;4753455.191
6.000;4753462.502
7.000;4753472.779
8.000;4753479.301
9.000;4753484.808
10.000;4753495.360
11.000;4753499.376
12.000;4753506.418
13.000;4753517.137
14.000;4753523.182
15.000;4753528.037
16.000;4753538.735
17.000;4753544.847
18.000;4753549.675
19.000;4753560.168
20.000;4753564.567
21.000;4753570.972
22.000;4753580.109
23.000;4753584.383
24.000;4753590.822
25.000;4753600.679
26.000;4753605.044
27.000;4753611.443
28.000;4753621.249
29.000;4753625.148
30.000;4753632.158
