Timestamp,AFz,AF3,AF4,AF7,AF8,Pz,P3,P4,2024-05-16 11:51:12.922,fs=125
5445492.289;15.199;30.510;-10.729;69.626;-11.884;42.319;48.019;43.213
5445492.297;0.708;15.907;-24.736;54.762;-25.295;29.430;36.024;33.006
5445492.305;12.144;25.481;-10.878;62.250;-10.058;43.213;49.099;48.093
5445492.313;12.927;27.679;-10.766;66.310;-9.686;43.586;49.099;47.609
5445492.321;10.654;29.095;-15.572;70.520;-14.640;33.528;37.476;34.533
5445492.329;18.515;35.502;-6.370;74.469;-2.645;40.680;45.449;39.674
5445492.337;25.593;42.319;-0.931;83.297;4.396;44.443;49.584;44.778
5445492.345;23.581;39.637;-5.476;81.770;-3.353;45.486;51.185;47.162
5445492.353;17.993;31.963;-9.947;74.282;-7.525;35.428;40.270;39.078
5445492.361;11.064;23.954;-20.452;60.946;-22.352;21.197;24.065;28.126
5445492.369;16.391;29.281;-15.348;64.783;-12.852;22.762;26.561;31.963
5445492.377;16.764;30.696;-15.460;66.794;-9.872;23.767;28.610;33.751
5445492.385;13.635;28.908;-17.211;67.167;-11.548;29.020;35.353;38.669
5445492.393;17.136;33.379;-14.007;73.574;-6.594;39.861;45.113;46.529
5445492.401;19.595;36.620;-12.927;79.088;-5.588;49.658;52.862;52.489
5445492.409;5.886;21.346;-27.977;63.591;-21.458;37.700;42.357;39.712
5445492.417;-12.368;1.676;-44.517;41.425;-35.316;17.285;22.240;23.134
5445492.425;-13.411;1.825;-45.672;44.666;-32.708;9.649;12.629;21.197
5445492.433;-6.109;8.307;-36.061;51.521;-30.696;13.523;15.385;27.195
5445492.441;2.310;16.764;-25.854;58.375;-19.222;22.277;22.911;37.439
5445492.449;14.678;29.579;-13.337;71.637;-1.378;40.084;39.749;51.409
5445492.457;7.227;22.873;-23.171;65.900;-12.778;40.159;38.259;46.529
5445492.465;6.296;23.320;-25.481;67.614;-15.944;46.119;44.703;51.595
5445492.473;-3.316;12.144;-33.565;54.501;-20.564;33.118;35.241;37.551
5445492.578;3.949;20.042;-26.338;63.032;-12.778;34.012;37.625;40.792
5445492.586;6.407;22.128;-23.767;64.597;-11.325;32.783;34.347;45.784
5445492.594;-0.224;14.491;-31.963;57.630;-17.956;27.753;28.051;37.849
5445492.602;-4.247;7.823;-35.614;48.429;-22.314;28.461;28.685;32.857
5445492.610;-0.671;12.815;-31.367;56.550;-19.893;30.138;32.447;32.261
5445492.618;16.093;31.218;-14.715;74.916;-3.353;44.741;46.305;49.658
5445492.626;-2.608;11.139;-32.708;51.521;-21.495;26.189;27.381;34.794
5445492.634;-15.274;-0.559;-45.486;39.637;-34.235;14.678;15.497;25.481
5445492.642;-0.782;14.082;-30.920;55.805;-18.105;24.736;26.412;33.677
5445492.650;16.019;29.579;-14.640;67.800;-5.029;33.788;38.221;41.202
5445492.658;28.908;41.611;1.527;78.902;11.176;44.331;48.988;49.323
5445492.666;20.638;33.155;-4.843;71.861;6.258;44.145;45.896;46.380
5445492.674;9.909;24.028;-16.913;66.236;-8.047;42.655;44.033;42.431
5445492.682;13.188;26.785;-12.256;66.012;-5.327;44.331;46.119;47.609
