Marker,MarkerTimestamp,2024-04-10 13:37:12.772
1.000;2341355.937
2.000;2341363.367
3.000;2341372.063
4.000;2341382.629
5.000;2341389.988
6.000;2341397.694
7.000;2341408.324
8.000;2341422.833
9.000;2341433.955
10.000;2341441.435
11.000;2341449.831
12.000;2341459.700
13.000;2341468.030
14.000;2341474.852
15.000;2341485.010
16.000;2341491.913
17.000;2341499.782
18.000;2341510.007
19.000;2341517.792
20.000;2341525.651
21.000;2341536.313
22.000;2341543.126
23.000;2341550.202
24.000;2341560.908
25.000;2341567.888
26.000;2341575.535
27.000;2341585.574
28.000;2341594.863
29.000;2341600.263
30.000;2341617.889
