Timestamp,AFz,AF3,AF4,AF7,AF8,Pz,P3,P4,2024-04-18 12:02:35.098,fs=125
3026886.000;-9.499;-12.778;-20.526;1.043;-4.806;0.931;0.857;-0.559
3026886.008;-10.096;-17.136;-17.248;-2.086;-0.931;-1.714;-4.880;-1.080
3026886.016;-15.423;-24.773;-21.271;-11.139;0.894;-2.757;-9.164;0.559
3026886.024;-14.380;-21.011;-23.358;-6.557;-3.465;-2.533;-9.835;1.937
3026886.032;-10.617;-17.546;-17.434;-6.594;0.633;-1.751;-7.488;2.161
3026886.040;-7.935;-15.944;-13.523;-5.066;4.582;3.949;1.974;4.247
3026886.048;-12.368;-22.762;-17.472;-9.835;1.341;5.998;6.445;4.433
3026886.056;-11.772;-21.905;-18.850;-8.047;1.788;4.098;4.731;3.502
3026886.064;-10.021;-19.670;-18.254;-2.086;-1.043;0.820;-0.186;2.123
3026886.072;-8.568;-17.695;-13.784;-2.682;6.594;-2.161;-5.476;0.782
3026886.080;-11.213;-16.578;-18.328;-3.055;1.714;-4.359;-8.196;-2.123
3026886.088;-15.572;-19.707;-22.650;-9.313;-7.264;-5.960;-8.941;-6.407
3026886.096;-9.686;-16.242;-15.497;-1.341;0.745;-2.347;-4.247;-5.215
3026886.104;-12.852;-23.879;-17.695;-3.539;-0.969;-5.253;-9.239;-7.600
3026886.112;-13.784;-20.526;-19.334;-5.551;-2.533;-6.594;-13.746;-6.370
3026886.120;-17.509;-24.848;-21.905;-11.176;-1.229;-10.729;-19.073;-8.084
3026886.128;-16.615;-26.934;-20.489;-11.921;-5.066;-11.548;-19.260;-8.494
3026886.136;-17.583;-29.951;-23.656;-15.907;-5.439;-9.798;-14.566;-7.302
3026886.144;-16.093;-26.040;-21.756;-10.245;-0.224;-4.098;-6.370;-5.253
3026886.152;-10.952;-19.930;-13.523;-4.247;-0.224;0.186;-0.745;-3.166
3026886.160;-8.494;-21.048;-9.313;-1.825;6.780;2.347;1.155;-2.868
3026886.168;-8.047;-21.011;-9.537;-3.986;5.290;1.639;-0.186;-5.029
3026886.176;-9.686;-19.372;-11.958;-3.763;5.327;0.410;-1.565;-7.264
3026886.184;-12.256;-20.042;-15.832;-1.863;5.849;-4.694;-7.898;-12.070
3026886.208;-14.268;-21.905;-18.030;-7.898;-3.763;-10.692;-13.858;-16.354
3026886.216;-15.795;-26.859;-17.844;-9.276;1.900;-7.674;-11.325;-14.007
3026886.224;-17.583;-28.946;-17.285;-9.909;4.321;-6.407;-11.660;-13.001
3026886.232;-19.446;-30.249;-15.460;-14.305;5.141;-5.402;-12.964;-10.170
3026886.240;-29.914;-43.362;-26.301;-24.512;-2.868;-11.548;-21.867;-14.156
3026886.248;-27.977;-38.780;-25.593;-29.132;-6.557;-2.496;-13.262;-7.004
3026886.256;-17.881;-27.306;-16.056;-16.205;0.410;8.158;-0.410;1.304
3026886.264;-10.841;-15.572;-11.399;5.215;9.909;8.717;2.086;1.006
3026886.272;-5.886;-12.629;-6.557;8.829;13.374;8.717;2.980;0.596
3026886.280;-2.794;-10.952;-0.596;4.694;18.924;4.768;0.298;-3.166
3026886.288;-2.682;-14.529;-2.682;4.806;11.697;3.204;-0.745;-4.768
3026886.296;-1.676;-11.362;-3.390;5.327;5.141;3.278;-0.298;-3.465
3026886.304;-5.662;-13.001;-6.109;-0.820;12.033;-0.298;-5.849;-6.221
3026886.312;-12.182;-18.962;-12.852;-3.278;7.339;-3.017;-8.717;-9.090
3026886.320;-14.715;-21.905;-15.162;-6.035;5.588;-1.676;-6.855;-6.668
3026886.328;-20.564;-28.424;-19.781;-10.319;-5.215;-5.700;-9.872;-7.525
3026886.336;-23.283;-34.273;-20.489;-18.477;-4.098;-3.427;-8.121;-3.576
3026886.344;-18.664;-30.361;-15.460;-14.380;-0.820;-2.161;-7.376;-1.565
3026886.352;-13.262;-19.334;-12.591;-6.407;0.522;-2.794;-6.370;-2.608
3026886.360;-13.560;-20.489;-12.517;-4.545;2.272;-7.078;-8.121;-7.823
3026886.368;-12.480;-19.185;-11.846;-2.496;7.413;-7.637;-7.264;-9.015
