Marker,MarkerTimestamp,2024-04-18 12:32:20.986
1.000;3028681.651
2.000;3028687.049
3.000;3028694.817
4.000;3028705.174
5.000;3028710.561
6.000;3028719.186
7.000;3028728.801
8.000;3028733.825
9.000;3028740.139
10.000;3028752.234
11.000;3028756.904
12.000;3028764.544
13.000;3028775.311
14.000;3028779.769
15.000;3028785.851
16.000;3028796.805
17.000;3028801.462
18.000;3028807.117
19.000;3028819.273
20.000;3028824.155
21.000;3028831.025
22.000;3028841.937
23.000;3028846.795
24.000;3028854.270
25.000;3028865.120
26.000;3028870.280
27.000;3028877.441
28.000;3028888.778
29.000;3028893.795
30.000;3028900.613
