Marker,MarkerTimestamp,2024-04-10 13:49:13.705
1.000;2342076.505
2.000;2342084.146
3.000;2342091.933
4.000;2342101.999
5.000;2342108.900
6.000;2342116.158
7.000;2342126.623
8.000;2342133.069
9.000;2342140.942
10.000;2342150.436
11.000;2342157.983
12.000;2342165.857
13.000;2342175.097
14.000;2342182.618
15.000;2342190.847
16.000;2342200.305
17.000;2342207.109
18.000;2342214.322
19.000;2342224.652
20.000;2342230.920
21.000;2342238.961
22.000;2342249.584
23.000;2342255.799
24.000;2342256.382
25.000;2342262.673
26.000;2342274.186
27.000;2342282.249
28.000;2342287.722
29.000;2342300.740
30.000;2342308.414
31.000;2342315.059
