Marker,MarkerTimestamp,2024-04-10 12:52:51.819
1.000;2338719.125
2.000;2338724.521
3.000;2338730.584
4.000;2338742.739
5.000;2338747.169
6.000;2338753.390
7.000;2338765.451
8.000;2338771.228
9.000;2338780.611
10.000;2338787.025
11.000;2338793.457
12.000;2338799.903
13.000;2338809.770
14.000;2338814.561
15.000;2338820.834
16.000;2338831.398
17.000;2338837.379
18.000;2338844.239
19.000;2338855.936
20.000;2338860.175
21.000;2338867.382
22.000;2338877.456
23.000;2338882.925
24.000;2338888.803
25.000;2338899.247
26.000;2338904.485
27.000;2338910.378
28.000;2338920.034
