Marker,MarkerTimestamp,2024-04-18 12:41:04.781
1.000;3029202.852
2.000;3029208.805
3.000;3029215.516
4.000;3029229.175
5.000;3029233.606
6.000;3029239.836
7.000;3029258.263
8.000;3029263.975
9.000;3029271.436
10.000;3029271.448
11.000;3029282.382
12.000;3029287.281
13.000;3029294.150
14.000;3029305.632
15.000;3029310.427
16.000;3029318.137
17.000;3029329.674
18.000;3029334.116
19.000;3029340.913
20.000;3029353.654
21.000;3029358.889
22.000;3029367.968
23.000;3029378.600
24.000;3029383.411
25.000;3029391.829
26.000;3029404.285
27.000;3029409.711
28.000;3029420.591
29.000;3029430.434
30.000;3029436.281
31.000;3029446.801
