Marker,MarkerTimestamp,2024-04-18 12:07:02.252
1.000;3027161.538
2.000;3027166.560
3.000;3027173.222
4.000;3027183.389
5.000;3027188.043
6.000;3027194.065
7.000;3027204.022
8.000;3027208.452
9.000;3027215.862
10.000;3027225.154
11.000;3027229.018
12.000;3027235.019
13.000;3027245.515
14.000;3027249.744
15.000;3027255.267
16.000;3027266.156
17.000;3027270.260
18.000;3027276.500
19.000;3027287.005
20.000;3027290.390
21.000;3027296.884
22.000;3027306.923
23.000;3027310.745
24.000;3027317.384
25.000;3027327.281
26.000;3027331.751
27.000;3027337.966
28.000;3027348.115
29.000;3027353.399
30.000;3027358.621
31.000;3027370.190
32.000;3027375.053
33.000;3027381.511
