Marker,MarkerTimestamp,2024-04-18 12:47:16.166
1.000;3029574.561
2.000;3029580.493
3.000;3029589.167
4.000;3029600.107
5.000;3029606.934
6.000;3029614.181
7.000;3029626.905
8.000;3029633.127
9.000;3029642.771
10.000;3029653.451
11.000;3029660.265
12.000;3029669.123
13.000;3029680.000
14.000;3029686.217
15.000;3029695.255
16.000;3029705.762
17.000;3029712.679
18.000;3029722.141
19.000;3029734.002
20.000;3029739.258
21.000;3029747.736
22.000;3029758.405
23.000;3029765.500
24.000;3029774.520
25.000;3029785.227
26.000;3029791.488
27.000;3029801.282
28.000;3029811.831
29.000;3029818.431
30.000;3029828.116
