Marker,MarkerTimestamp,2024-04-10 13:22:51.647
1.000;2340497.454
2.000;2340503.658
3.000;2340511.498
4.000;2340522.986
5.000;2340529.342
6.000;2340537.598
7.000;2340547.076
8.000;2340554.112
9.000;2340561.298
10.000;2340571.813
11.000;2340580.380
12.000;2340585.806
13.000;2340596.662
14.000;2340604.049
15.000;2340612.538
16.000;2340622.242
17.000;2340629.699
18.000;2340638.439
19.000;2340647.720
20.000;2340654.749
21.000;2340662.991
22.000;2340673.454
23.000;2340679.713
24.000;2340688.169
25.000;2340697.850
26.000;2340704.651
27.000;2340713.054
28.000;2340723.491
29.000;2340730.717
30.000;2340738.959
